model,epoch,dataset,loss_type,loss
XGBoost,34,validation_1,mlogloss,0.4566283558440722
XGBoost,35,validation_1,mlogloss,0.4451977883941966
XGBoost,36,validation_1,mlogloss,0.4342949679805866
XGBoost,37,validation_1,mlogloss,0.4237588446894308
XGBoost,38,validation_1,mlogloss,0.4139154614588908
XGBoost,39,validation_1,mlogloss,0.4044507066453043
XGBoost,40,validation_1,mlogloss,0.3956111671310402
XGBoost,41,validation_1,mlogloss,0.38679933869891814
XGBoost,42,validation_1,mlogloss,0.3788011025280623
XGBoost,43,validation_1,mlogloss,0.37135850471660836
XGBoost,44,validation_1,mlogloss,0.36380799243028905
